Runemastered Splintered Tower Shield	5	1664
Runemastered Blacksteel Tower Shield	5	1675
Runemastered Barricade Tower Shield	5	1667
Runemastered Heraldric Tower Shield	5	1670
Runemastered Intricate Crest Shield	9	1721
Runeforged Splintered Tower Shield	5	1644
Runemastered Effigial Tower Shield	5	1668
Runemastered Jingling Crest Shield	9	1719
Runeforged Steelpoint Quarterstaff	25	1785
Runeforged Goldworked Tower Shield	5	1659
Runeforged Blacksteel Tower Shield	5	1656
Runemastered Crucible Tower Shield	5	1671
Runemastered Crucible Tower Shield	5	1672
Runemastered Crucible Tower Shield	5	1673
Runemastered Crucible Tower Shield	5	1674
Runeforged Blacksteel Crest Shield	9	1715
Runeforged Barricade Tower Shield	5	1647
Runeforged Heraldric Tower Shield	5	1650
Runeforged Sectarian Crest Shield	9	1702
Runemastered Painted Tower Shield	5	1665
Runemastered Rampart Tower Shield	5	1669
Runeforged Quartered Crest Shield	9	1710
Runeforged Glowering Crest Shield	9	1711
Runeforged Intricate Crest Shield	9	1712
Runemastered Warding Quarterstaff	25	1787
Runeforged Effigial Tower Shield	5	1648
Runeforged Jingling Crest Shield	9	1701
Runemastered Braced Tower Shield	5	1666
Runemastered Emblem Crest Shield	9	1718
Runeforged Crescent Quarterstaff	25	1784
Runemastered Blazon Crest Shield	9	1716
Runeforged Crucible Tower Shield	5	1652
Runeforged Ancestor Tower Shield	5	1653
Runemastered Burnished Gauntlets	36	1400
Runeforged Dekharan Crest Shield	9	1709
Runemastered Gothic Quarterstaff	25	1783
Runeforged Empyreal Crest Shield	9	1707
Runeforged Kalguuran Forgehammer	16	1729
Runemastered Sacrificial Regalia	51	1163
Runeforged Fortress Tower Shield	5	1661
Runeforged Sekheman Crest Shield	9	1713
Runeforged Painted Tower Shield	5	1645
Runeforged Rampart Tower Shield	5	1649
Runeforged Wrapped Quarterstaff	25	1779
Runemastered Ringmail Gauntlets	36	1396
Runemastered Sigil Crest Shield	9	1717
Runeforged Wayward Crest Shield	9	1704
Runeforged Phalanx Tower Shield	5	1654
Runemastered Embroidered Gloves	35	1363
Runeforged Bulwark Tower Shield	5	1657
Runemastered Ironclad Vestments	49	1189
Runemastered Sacrificial Mantle	49	1190
Runeforged Defiant Tower Shield	5	1655
Runeforged Shamanistic Leggings	43	1299
Runeforged Deified Crest Shield	9	1708
Runeforged Blacksteel Gauntlets	36	1395
Runeforged Tawhoan Tower Shield	5	1663
Runeforged Blazon Crest Shield	9	1698
Runeforged Braced Tower Shield	5	1646
Runeforged Emblem Crest Shield	9	1700
Runeforged Changeling Talisman	244	1759
Runeforged Gothic Quarterstaff	25	1782
Runemastered Layered Gauntlets	36	1397
Runemastered Pilgrim Vestments	49	1186
Runemastered Sectioned Bracers	34	1322
Runemastered Soldier Greathelm	52	1512
Runemastered Wrapped Greathelm	52	1513
Runeforged Cultist Greathammer	23	1772
Runemastered Feathered Sandals	41	1255
Runemastered Lizardscale Boots	40	1221
Runeforged Commander Greathelm	52	1500
Runemastered Omen Crest Shield	9	1720
Runeforged Burnished Gauntlets	36	1389
Runemastered Doubled Gauntlets	36	1398
Runemastered Elementalist Robe	47	1091
Runemastered Familial Talisman	244	1763
Runemastered Long Quarterstaff	25	1781
Runemastered Serpentscale Coat	46	1026
Runemastered Studded Greatclub	23	1771
Runemastered Warrior Greathelm	52	1516
Runeforged Sacrificial Regalia	51	1160
Runeforged Steelmail Gauntlets	36	1392
Runeforged Warmonger Greathelm	52	1507
Runemastered Leatherbound Hood	53	1442
Runeforged Commander Gauntlets	36	1393
Runemastered Revered Vestments	49	1194
Runemastered Revered Vestments	49	1195
Runemastered Revered Vestments	49	1196
Runemastered Vaal Tower Shield	5	1676
Runeforged Blacksteel Sabatons	42	1285
Runeforged Ringmail Gauntlets	36	1385
Runeforged Sigil Crest Shield	9	1699
Runeforged Ironclad Vestments	49	1170
Runeforged Sacrificial Mantle	49	1171
Runeforged Stone Tower Shield	5	1651
Runeforged Makeshift Crossbow	228	1789
Runemastered Maraketh Cuirass	45	1121
Runemastered Rusted Greathelm	52	1511
Runemastered Secured Leggings	43	1304
Runemastered Spired Greathelm	52	1514
Runemastered Stacked Sabatons	42	1288
Runeforged Clandestine Jacket	50	1040
Runeforged Embroidered Gloves	35	1349
Runeforged Leatherplate Boots	40	1210
Runeforged Sentinel Greathelm	52	1502
Runeforged Stoic Crest Shield	9	1706
Runeforged Leaden Greathammer	23	1774
Runemastered Cleric Vestments	49	1191
Runemastered Covered Sabatons	42	1289
Runemastered Felled Greatclub	23	1766
Runemastered Fierce Greathelm	52	1517
Runemastered Intricate Gloves	35	1361
Runemastered Pauascale Gloves	35	1362
Runemastered Scalper's Jacket	50	1058
Runeforged Adherent's Raiment	47	1077
Runeforged Dunerunner Sandals	41	1246
Runeforged Noble Tower Shield	5	1658
Runeforged Serpentscale Boots	40	1213
Runeforged Trailblazer Armour	48	1141
Runeforged Bladeguard Buckler	6	1630
Runeforged Heartcarver Mantle	49	1181
Runeforged Guardian Greathelm	52	1504
Runeforged Royal Tower Shield	5	1660
Runemastered Ancient Leggings	43	1305
Runemastered Gilded Vestments	49	1193
Runemastered Grand Manchettes	231	1402
Runemastered Spiritbone Crown	56	1563
Runemastered Spiritbone Crown	56	1564
Runemastered Spiritbone Crown	56	1565
Runeforged Luxurious Slippers	41	1248
Runemastered Glacial Fortress	5	1677
Runemastered Enlightened Robe	47	1094
Runeforged Imperial Greathelm	52	1510
Runeforged Pilgrim Vestments	49	1166
Runeforged Soldier Greathelm	52	1495
Runeforged Layered Gauntlets	36	1386
Runeforged Wrapped Greathelm	52	1496
Runeforged Sectioned Bracers	34	1309
Runeforged Doubled Gauntlets	36	1387
Runeforged Feathered Sandals	41	1241
Runeforged Lizardscale Boots	40	1208
Runeforged Omen Crest Shield	9	1703
Runeforged Serpentscale Coat	46	1004
Runeforged Warrior Greathelm	52	1499
Runeforged Familial Talisman	244	1762
Runeforged Long Quarterstaff	25	1780
Runeforged Studded Greatclub	23	1770
Runemastered Bolstered Mitts	33	1381
Runemastered Braced Sabatons	42	1287
Runemastered Jewelled Gloves	35	1360
Runemastered Lattice Sandals	41	1253
Runemastered Leather Buckler	6	1635
Runemastered Pathfinder Coat	46	1021
Runemastered Stitched Gloves	35	1359
Runemastered Vagabond Armour	48	1151
